<<<<<<< Updated upstream
Nome da Vaga;Nome da Empresa;Nível de Experiência;Data de Publicação;Faixa Salarial;Localização;Modelo Contratual;Benefícios;Descrição do Cargo;Descrição da Empresa
Analista de Negócios Jr.;Grupo Fleury;184;Júnior/ Trainee;Publicada em 23/09/2024;a combinar;Vespasiano;Regime CLT;; O Grupo Fleury é uma das maiores e mais respeitadas instituições de medicina e saúde do Brasil. Referência por sua excelência técnica, médica e de atendimento, é também destaque nas melhores práticas ESG. Além dos serviços de medicina diagnóstica, o Grupo Fleury conta com uma oferta crescente de serviços que buscam responder às necessidades das pessoas, além de gerar sustentabilidade para o sistema de saúde com a melhor utilização dos recursos investidos. Essas soluções refletem o posicionamento estratégico da empresa de ser um ecossistema de saúde integrada, preventiva e híbrida, combinando ofertas físicas e digitais. Acreditamos que carreira e propósito caminham juntos, e costumamos falar que somos apaixonados pelas pessoas e pelo que fazemos. Isso reflete em nosso dia a dia, por meio de um trabalho que impacta vidas. Faz parte da nossa essência cuidar das pessoas, colocando as colaboradoras, colaboradores, médicas, médicos e clientes sempre no centro. Se você tem atitude positiva, empatia, adaptabilidade e deseja se desenvolver em um ambiente repleto de profissionais referências no mercado que prezam por respeito, excelência e inovação, abrace a oportunidade de levar saúde e bem-estar para a plena realização das pessoas! Venha transformar sua paixão em carreira!;
Analista Financeiro Jr;Confidencial;185;Júnior/ Trainee;Publicada em 08/10/2024;a combinar;São Paulo;Regime CLT;Assistência médica + Assistência odontológica + Auxílio creche + Convênio com empresas parceiras + Seguro de vida + Vale-alimentação;Contas a Pagar:  Garantir os pagamentos (CORE E NON CORE) da empresa, por meio do processamento e input dos arquivos de pagamento no sistema conforme os prazos e cronograma de aprovação bancária.  Acompanhar e controlar os títulos encaminhados ao cartório e Serasa, por meio das notificações recebidas, a fim de resguardar e evitar os apontamentos da empresa no bureaus de crédito.  Envio de relatório diário dos pagamentos realizados aos nossos fornecedores, por meio da execução e aprovação dos lotes contábeis e processamento do relatório financeiro a fim de garantir a transparência nos processos de pagamentos.  Garantir que todos os pagamentos realizados estejam devidamente registrados/contabilizados no sistema contábil, por meio da análise e acompanhamento diário da conciliação bancária.  Contribuir com as informações semanais dos pagamentos (futuros) à Tesouraria, a fim de prover um fluxo de caixa assertivo, por meio de relatórios e acompanhamentos diários dos saldos bancários e notas fiscais aprovadas.    Contas a Receber:  Garantir a redução dos débitos dos clientes, por meio de controle e acompanhamento diário dos recebíveis e execução da régua de cobrança.  Garantir que todos os recebimentos (crédito em conta e boletos) estejam devidamente registrados/contabilizados no sistema contábil, por meio da análise e acompanhamento diário da conciliação bancária.  Contribuir com as informações semanais dos recebimentos (futuros) à Tesouraria, a fim de prover um fluxo de caixa assertivo, por meio de relatórios e acompanhamentos diários dos saldos bancários e a confirmação de pagamentos da carteira.  Auxiliar com o fechamento mensal contábil, por meio de atualização mensal de relatórios de apoio (conciliações contábeis, pdd, conciliações bancárias).  Auxiliar e divulgar os KPI’s de crédito, por meio da atualização mensal dos relatórios de apoio.  Monitorar e acompanhar os processos de cobrança judicial, por meio de controle e atendimentos às solicitações dos advogados.  Suporte a atendimento a área comercial e clientes, a fim de garantir a transparência dos processos de cobrança, por meio de esclarecimentos de dúvidas, entrega de solicitações e relatórios. Ferramentas MS Office (Excel, Power Point avançado), Ferramentas de análises de dados e preparação de relatórios gerenciais etc.  Contas a Pagar: Experiência em processo de pagamento através do sistema ERP – borderôs de pagamento, boletos etc., conhecimento em processos contábeis- conciliação bancária, lançamentos contábeis -, certificação em processos de “belt” (yellow, green, black)   Contas a Receber: Experiência em processo de faturamento e cobrança, conhecimento em processos contábeis- conciliação bancária, lançamentos contábeis -, certificação em processos de “belt” (yellow, green, black) será considerado diferencial.  Vaga legível também para Pessoas com deficiências.;
Analista de Sistemas Sênior;Confidencial;186;Sênior;Publicada em 25/09/2024;a combinar;São Paulo;Temporário;Assistência médica + Vale-alimentação + Vale-refeição + Vale-transporte;Estamos com uma oportunidade em um dos nossos clientes, player líder global, dedicado à melhoria contínua e inovação nos processos de fabricação. O time diverso abrange múltiplos países e culturas, e estão comprometidos em fomentar um ambiente colaborativo e inclusivo. Estamos em busca de um Analista Sênior de Sistemas experiente e altamente qualificado para se juntar à nossa equipe dinâmica. O candidato ideal será responsável por liderar sessões remotas com stakeholders de diversos países e culturas. O principal objetivo será mapear processos de fabricação, identificar oportunidades de otimização, promover melhorias de processos e aprimorar a integração de sistemas.  Principais Responsabilidades: Liderar Sessões Remotas: Conduzir e facilitar reuniões remotas com equipes internacionais para reunir e analisar informações sobre processos de fabricação. Mapeamento de Processos: Desenvolver mapas detalhados de processos para identificar áreas de otimização e melhoria. Identificação de Oportunidades: Capturar e documentar oportunidades de melhorias de processos e integrações de sistemas. Colaboração: Trabalhar de perto com equipes multifuncionais, incluindo produção, engenharia e TI, para implementar as melhorias identificadas. Análise e Relatórios: Realizar análises detalhadas e gerar relatórios abrangentes sobre descobertas e recomendações. Treinamento e Suporte: Oferecer treinamento e suporte às equipes sobre novos processos e integrações de sistemas. Comunicação com Stakeholders: Manter uma comunicação clara e eficaz com stakeholders em todos os níveis, garantindo alinhamento e entendimento dos objetivos e progresso dos projetos.   Requisitos Técnicos:  Liderança de Equipe: Experiência em liderar equipes de desenvolvimento de software, assegurando colaboração eficaz e entrega de projetos. Gestão de Projetos: Experiência comprovada em gestão de projetos, incluindo definição de escopo, gerenciamento de cronogramas e alocação de recursos com uso de Jira e Backlog Análise de Escopo: Conduzir análises de escopo para identificar soluções rápidas e priorizar ações de impacto imediato. Planejamento de Testes: Experiência em planejar e executar fases de testes e etapas de homologação, assegurando qualidade e conformidade. Habilidades Técnicas: Proficiência em ferramentas de mapeamento de processos, sistemas ERP e software de análise de dados (dúvidas da regra de negócio e em sistema). Qualificações: Experiência: Mínimo de 5 anos de experiência em análise de sistemas, com forte foco em processos de fabricação. Formação: Graduação em Tecnologia da Informação, Ciência da Computação, Engenharia Industrial ou área relacionada. Pós-graduações ou certificações são um diferencial. Habilidades Técnicas: Proficiência em ferramentas de mapeamento de processos, sistemas ERP e software de análise de dados. Habilidades Linguísticas: Fluência em inglês. Outras línguas são um diferencial. Competência Cultural: Capacidade de trabalhar eficazmente com equipes diversas e se adaptar a diferentes contextos culturais. Habilidades de Comunicação: Excelentes habilidades de comunicação verbal e escrita, com a capacidade de transmitir informações complexas de forma clara e concisa. Resolução de Problemas: Fortes habilidades analíticas e de resolução de problemas, com uma abordagem proativa para identificar e resolver questões. Gestão de Projetos: Experiência em gerenciar múltiplos projetos e prioridades em um ambiente dinâmico. ;
Analista de Processos II;Grupo Fleury;187;Pleno;Publicada em 30/09/2024;a combinar;100% Home Office;Regime CLT;; O Grupo Fleury é uma das maiores e mais respeitadas instituições de medicina e saúde do Brasil. Referência por sua excelência técnica, médica e de atendimento, é também destaque nas melhores práticas ESG. Além dos serviços de medicina diagnóstica, o Grupo Fleury conta com uma oferta crescente de serviços que buscam responder às necessidades das pessoas, além de gerar sustentabilidade para o sistema de saúde com a melhor utilização dos recursos investidos. Essas soluções refletem o posicionamento estratégico da empresa de ser um ecossistema de saúde integrada, preventiva e híbrida, combinando ofertas físicas e digitais. Acreditamos que carreira e propósito caminham juntos, e costumamos falar que somos apaixonados pelas pessoas e pelo que fazemos. Isso reflete em nosso dia a dia, por meio de um trabalho que impacta vidas. Faz parte da nossa essência cuidar das pessoas, colocando as colaboradoras, colaboradores, médicas, médicos e clientes sempre no centro. Se você tem atitude positiva, empatia, adaptabilidade e deseja se desenvolver em um ambiente repleto de profissionais referências no mercado que prezam por respeito, excelência e inovação, abrace a oportunidade de levar saúde e bem-estar para a plena realização das pessoas! Venha transformar sua paixão em carreira!;
Analista de Infraestrutura;Penso Tecnologia;188;Sênior;Publicada em 25/09/2024;a combinar;São Paulo;Regime CLT;Assistência médica + Auxílio combustível + Auxílio creche + Auxílio estacionamento + Auxílio farmácia + Bolsa auxílio;"Sobre nós:  A Penso Tecnologia é uma empresa de serviços de TI criada para possibilitar que os clientes utilizem a tecnologia a favor de seus negócios. Estamos alinhados a tecnologias globais para expandir o negócio de nossos clientes. Em nosso portifólio contamos com soluções de atuação on-premises e soluções de cloud computing.  A Penso está em franco crescimento e estamos à procura de talentos que estejam dispostos a novos desafios e crescimento.   SONHAMOS GRANDE:  Nos próximos anos esperamos crescer consideravelmente e nos tornarmos uma das maiores suítes corporativas do Brasil.   Como é trabalhar com a gente?  Aqui você vai encontrar um ambiente descontraído, com intensa troca de conhecimento e estrutura horizontal de hierarquia, além de um bom portfólio de produtos e serviços.  Nosso clima é alegre, descontraído e de intensa colaboração!   O Foco dessa área é prestar atendimento e suporte de alta complexidade com excelência, provendo soluções eficazes visando o melhor resultado possível em ações preventivas, reativas e emergenciais.   Sobre a área de suporte avançado:  Esta é uma posição de nível Sênior.  O suporte de N3 (nível 3) trata demandas que foram escalonadas pelos níveis 1 e 2.  O Foco dessa área é prestar atendimento e suporte de alta complexidade com excelência, provendo soluções eficazes visando o melhor resultado possível em ações preventivas, reativas e emergenciais. Qual será a sua missão com a Penso?  Ser a imagem da Penso para os clientes transmitindo segurança, clareza, objetividade e transparência; Disponibilidade total quando estiver de plantão; Atender pronta e corretamente as solicitações registrando e solucionando conforme procedimento técnicos; Manter-se atualizado, lendo procedimentos operacionais, treinamentos, certificações e outros; Promover a disseminação do conhecimento através das interações com o time; Interagir com outros analistas para resolução, tratativa e acompanhamento das solicitações; Identificar atividades que deveriam ser automatizadas e escrever ou propor ferramentas para automatizá-las; Proteger os dados da Penso e do cliente contra falhas humanas e tecnológicas.  Para dar match com a gente você tem de:  Ser excelente com as palavras. Nesse cargo você irá prestar suporte remoto! Curioso, ir além do óbvio e propor soluções criativas que ainda não enxergamos! Organizado e responsável; Exercer comunicação assertiva e entender como influenciar pessoas positivamente!  O que esperamos que você traga de bagagem?  Conhecimentos específicos focados em troubleshooting e resolução de problemas em ambientes híbridos (Cloud/MultiCloud/On-Premise) que retratem: Vivência em Servidores Windows/Linux Serviços como AD, DHCP, DNS, GPO, WDS, WSUS, IIS, Shadowcopy, configuração de permissões NTFS; Realizar tarefas relacionadas à instalação, configuração e administração de Redes; Domínio sobre conceitos de Firewall (SonicWall, Fortigate, PFSense entre outros), como Regras, VPN SSL e IPSec;  Serão diferenciais:  Habilidades práticas em Virtualização (VMWare; Hyper-V e afins). Conhecimento em ferramentas de Backup como Windows Server Backup, Veaam Backup & Replication, Cobian, rotinas de testes e restauração. Gestão de servidores de e-mail Zimbra, Exchange, Postfix e outros; Certificações Correlatas.";"O time da Penso é formado por profissionais com conhecimento nas mais diversas áreas, que buscam sempre enriquecê-los com cursos ou novas formações. A grande maioria da equipe é jovem e extremamente qualificada, mesclando com a experiência dos outros profissionais que já estão na empresa desde a época de sua fundação. 
Treinamentos mensais internos das ferramentas técnicas mais utilizadas Foco no relacionamento e na valorização do capital humano Biblioteca com variedade de livros nos mais amplos assuntos Plano de carreira atrelado ao desempenho profissional Desenvolvimento Técnico e convênio com universidades e instituições de ensino"
Analista de Power Bi;Grupo Artico;189;Júnior/ Trainee;Publicada em 18/09/2024;a combinar;Itajubá;Pessoa Jurídica;Assistência médica + Assistência odontológica + Ginástica laboral + Seguro de vida + Vale-alimentação + Vale-refeição;As HARD SKILLS que você precisa ter para esta função:  Serão diferenciais: As SOFT SKILLS que você precisa ter para esta função:;O Grupo Artico nasceu do desafio de prover soluções inovadoras, capazes de impulsionar o desenvolvimento e garantir o futuro de qualquer negócio. Um conglomerado de empresas e perfis empreendedores, que diante de mercados não explorados e, oportunidades de negócios, sugere grandes possibilidades e descobrimentos. Nosso time age com competência, ética, respeito e diversidade, independente de cenários econômicos, políticos ou geográficos. Foco total em excelência. Atuamos em diversos setores da economia, entre eles: automação e mobilidade, tecnologia da informação, gestão de missão crítica, escritórios prontos, locação de equipamentos para automação, marketing digital e gerenciamento de vias públicas.  Grupo Artico, boas atitudes que geram bons negócios. #DeixaqueEuResolvo
Analista de Documentação Jr (Lem);Merieux Nutrisciences;190;Júnior/ Trainee;Publicada em 16/09/2024;a combinar;Piracicaba;Regime CLT;Assistência médica + Assistência odontológica + Auxílio fretado + Café da manhã + Convênio com empresas parceiras + Participação nos Lucros ou Resultados;;Nossa missão A Mérieux NutriSciences dedica-se a proteger a saúde dos consumidores em todo o mundo, oferecendo uma vasta gama de soluções em análises e estudos às empresas dos setores de alimentos, água e meio ambiente, agroquímicos, fármacos e bens de consumo.   Nossa visão Seguindo os passos da família Mérieux e Dr. Silliker, colocamos a saúde e o bem-estar dos consumidores no centro das nossas atividades. Fornecemos os melhores serviços aos nossos clientes para ajudá-los a garantir a segurança e qualidade de seus produtos e prevenir riscos à saúde.   Nossos valores Colaboração Equilíbrio na Vida Empoderamento Empreendedorismo Relações Autênticas    Nossos números no mundo Estamos presentes em 27 países. Temos mais de 8000 colaboradores comprometidos com as necessidades dos nossos clientes. Operamos mais de 100 laboratórios acreditados em todo o mundo.  A Mérieux Nutrisciences acredita na igualdade de oportunidades. Independentemente de gênero, idade, raça, cor, credo, orientação sexual e deficiência, todos os candidatos qualificados serão considerados em nossos processos.
Analista de Recursos Humanos Pleno;União Química Farmacêutica Nacional S/A;191;Pleno;Publicada em 23/09/2024;a combinar;Valparaíso de Goiás;Regime CLT;Assistência médica + Assistência odontológica + Cesta de natal + Consignado + Convênio com empresas parceiras + Previdência privada;;Conheça a União Química: Que tal trabalhar em uma empresa que está posicionada como uma das maiores, mais sólidas e inovadoras empresas do ramo farmacêutico?  Com capital 100% nacional e mais de 86 anos de trajetória, fornecemos produtos de alta qualidade a custos cada vez mais competitivos, por meio da atuação de nossas cinco unidades de negócios:     A União Química possui orgulho de sua trajetória e busca construir um futuro ainda mais brilhante. Com uma visão sempre inovadora e focada no cliente, buscamos talentos que contribuam para a construção de uma empresa que busca renovação em cada nova etapa, no desenvolvimento de seus produtos e na condução de seus negócios. Se identificou? Gosta de desafios? Venha fazer parte da União Química!
Analista de Inteligência de Mercado Sênior;Selpe;192;Sênior;Publicada em 05/09/2024;a combinar;São Paulo;Regime CLT;Assistência médica + Assistência odontológica + Auxílio fretado + Convênio com empresas parceiras + Participação nos Lucros ou Resultados + Refeitório;Analisar dados de vendas e mercado para identificar tendências e oportunidades. Desenvolver modelos e ferramentas de previsão de vendas. Colaborar com as equipes de vendas para definir estratégias e metas. Realizar análises de concorrência. Elaborar relatórios e apresentações para comunicar insights e recomendações. Fornecer suporte analítico para iniciativas de marketing e desenvolvimento de produtos. Superior em Administração, Economia, Estatística, Finanças ou área relacionada. Experiência em análise de dados e inteligência de mercado, preferencialmente na indústria. Proficiência em ferramentas de análise de dados, como Excel, Power BI, entre outras. Residir na região de Sumaré, Hortolândia, Campinas, Paulínia e Americana;Muito além do Recrutamento e Seleção! Nós oferecemos soluções completas em Recursos Humanos, promovemos o desenvolvimento de pessoas e acreditamos em um processo seletivo que seja simples, extremamente eficiente e executado nos mais altos padrões de qualidade.Selecionamos profissionais aderentes ao perfil, cultura e objetivos de nossos clientes. Identificamos profissionais com capacidades e habilidades de evoluírem dentro das companhias, agregando valor e desenvolvendo todo o negócio de nossos clientes.Para isso, investimos nossos esforços em adquirir e desenvolver novas tecnologias, conquistar parcerias estratégicas e desenvolver um ambiente que permita surgir o principal: inovação.Todo este trabalho alinhado ao fato de sermos um dos pioneiros no Brasil na terceirização de serviços de Recrutamento e Seleção nos permitiram conquistar mais de 56 anos de experiência acumulada e ofertar um portfólio completo e maduro de soluções em RH.
Analista Master Data Senior;Confidencial;193;Sênior;Publicada há 6 dias;a combinar;São Paulo;Regime CLT;Assistência médica + Assistência odontológica + Auxílio academia + Auxílio creche + Participação nos Lucros ou Resultados + Previdência privada;Estamos em busca de um Analista Master Data Senior para se juntar à nossa equipe. O profissional será responsável por garantir a qualidade e integridade dos dados mestres da empresa, além de desenvolver e implementar processos para aprimorar a gestão desses dados.  Requisitos:  Desejável:  Se você se encaixa nesse perfil e está em busca de novos desafios, candidate-se agora mesmo! Inglês - Nível Avançado;
Analista Pl Qualidade Assegurada;Hyundai Motor Brasil;194;Pleno;Publicada em 26/09/2024;a combinar;Piracicaba;Regime CLT;Assistência médica + Assistência odontológica + Auxílio academia + Auxílio farmácia + Auxílio fretado + Desconto em produtos;Na Hyundai Motor Brasil, buscamos profissionais apaixonados pela excelência e comprometidos com a qualidade em todas as etapas do processo de produção de veículos e pós-venda. Como parte da nossa equipe de Qualidade Assegurada, você terá a oportunidade de desempenhar um papel fundamental na garantia de que cada veículo fabricado atenda aos rigorosos padrões estabelecidos pela Hyundai.  Como Analista Pl de Qualidade Assegurada, você será responsável por garantir que os veículos da marca atendam aos mais altos padrões de segurança, confiabilidade e satisfação do cliente, através da melhoria contínua dos seus processos e produtos, da análise de falhas e ações corretivas e com foco na satisfação de clientes. Analisar dados, direcionar as ações de melhoria e verificar os principais pontos com necessidade de atuação, além de entender de todos os processos relacionados à interação dos clientes com as concessionárias e com a fábrica.  Você deseja fazer parte da equipe responsável pela área de Qualidade Assegurada da Hyundai? As principais responsabilidades para esta posição geralmente incluem:   Os requisitos para se candidatar à posição são:  Inglês - Nível Avançado;"A Hyundai Motor Company, sediada na Coreia do Sul, está passando por uma transição significativa de ser fabricante de automóveis para se tornar provedora de soluções de mobilidade inteligente. Para acelerar a concretização dessa mudança, estamos investindo em tecnologias inovadoras que transformarão a maneira como as pessoas interagem com suas soluções de mobilidade e melhorarão sua qualidade de vida. Comprometida com a sustentabilidade, a Hyundai iniciou medidas para liderar uma era de mobilidade mais sustentável eletrificando sua linha de produtos e expandindo seus negócios de hidrogênio para veículos comerciais e dispositivos de utilidade. Além da mobilidade, confiaremos na economia circular para moldar um futuro mais sustentável que beneficiará não apenas a Hyundai como empresa, mas a sociedade como um todo. A Hyundai Motor Brasil começou suas operações em 2012, introduzindo o modelo único HB20 no mercado local, projetado e desenvolvido especificamente para o país. Atualmente, a empresa atua como sede regional para a América Central e do Sul, exportando do Brasil para Uruguai, Paraguai, Colômbia e México. Com perspectivas promissoras para a região, a Hyundai Motor Brasil, também conhecida como Hyundai Motor Central & South América, está introduzindo tecnologia de ponta de modelos premiados mundialmente, como o IONIQ 5, e avançando para implementar soluções movidas a hidrogênio junto com ações sociais e ambientais para contribuir com as sociedades onde opera na região. Se você aspira fazer parte de uma equipe líder em inovação na indústria automotiva, venha se juntar a nós na Hyundai e faça parte desta jornada rumo ao sucesso. Movimento audacioso, energia positiva e trabalho de qualidade; este é o nosso DNA Hyundai; este foi o poder que nos permitiu ser líder global na indústria automotiva e será o poder para criar um novo mundo. Estamos em busca de talentos que escreverão uma nova página de nossa história com o DNA Hyundai.  Venha crescer conosco!!!"
Analista de Inteligência de Mercado;Farmina Pet Foods Brasil;195;Pleno;Publicada em 04/10/2024;a combinar;Bragança Paulista;Regime CLT;Assistência médica + Assistência odontológica + Refeitório + Vale-alimentação;"Principais responsabilidades e deveres:    Requisitos: Formação superior em Administração, Economia, Marketing, Estatística ou áreas correlatas; Conhecimento nas áreas de Inteligência de Mercado, Business Intelligence, Data quality; Ferramentas de Análise e Power BI; Conhecimento em Excel avançado; Conhecimento em Power Point; Ter fluência no Espanhol, será um diferencial; Disponibilidade para atuar presencialmente em Bragança Paulista ou São Paulo, quando necessário. Espanhol - Nível Intermediário ";A empresa Farmina preza pelo bem-estar dos animais por meio da alimentação, consagra-se como uma grande empresa e, acima de tudo, uma grande família. O coração é italiano, cozinhamos na Itália, no Brasil e na Sérvia, mas queremos bem aos animais de todo o mundo. Estamos presentes em mais de 80 países proporcionando felicidade a cães e gatos e também aos seus donos, pois entendemos que a felicidade só é completa quando todos que amamos estão saudáveis e felizes. Happy pet. Happy you.
Analista Pl de Qualidade Assegurada;Hyundai Motor Brasil;196;Pleno;Publicada há 7 dias;a combinar;Piracicaba;Regime CLT;Assistência médica + Assistência odontológica + Auxílio farmácia + Auxílio fretado + Participação nos Lucros ou Resultados + Previdência privada;"Na Hyundai Motor Brasil, buscamos profissionais apaixonados pela excelência e comprometidos com a qualidade em todas as etapas do processo de produção de veículos e pós-venda. Como parte da nossa equipe de Qualidade assegurada, você terá a oportunidade de desempenhar um papel fundamental para garantir que os veículos atendam o mais alto padrão de segurança, confiabilidade e satisfação do cliente, através da melhoria contínua dos seus processos e produtos, da análise de falhas e ações corretivas.  Você deseja fazer parte da equipe responsável pela área de Qualidade assegurada da Hyundai?  As principais responsabilidades para esta posição geralmente incluem: Responsável pela análise de dados de campo, suas tendencias e concentrações; Relacionamento de dados de campo com os dados da planta; Formulação de dashboards utilizando ferramentas para demonstração de direcionamento dos principais focos de ação; Analise de problemas identificados com identificação de causas raízes e verificação de eficácia de ações.  Os requisitos para se candidatar à posição são: Graduação completa em Engenharias ou áreas correlatas; Possuir conhecimento em Power BI, pacote office 365, banco de dados Possuir inglês (conversação e escrita); Possuir disponibilidade para atuar em Piracicaba.  Cargos elegíveis: Analista Pl; Analista Jr; Engenheiro Jr; Consultor Jr; Group leader; Técnico Sr.   Inglês - Nível Intermediário e Inglês - Nível Avançado";"A Hyundai Motor Company, sediada na Coreia do Sul, está passando por uma transição significativa de ser fabricante de automóveis para se tornar provedora de soluções de mobilidade inteligente. Para acelerar a concretização dessa mudança, estamos investindo em tecnologias inovadoras que transformarão a maneira como as pessoas interagem com suas soluções de mobilidade e melhorarão sua qualidade de vida. Comprometida com a sustentabilidade, a Hyundai iniciou medidas para liderar uma era de mobilidade mais sustentável eletrificando sua linha de produtos e expandindo seus negócios de hidrogênio para veículos comerciais e dispositivos de utilidade. Além da mobilidade, confiaremos na economia circular para moldar um futuro mais sustentável que beneficiará não apenas a Hyundai como empresa, mas a sociedade como um todo. A Hyundai Motor Brasil começou suas operações em 2012, introduzindo o modelo único HB20 no mercado local, projetado e desenvolvido especificamente para o país. Atualmente, a empresa atua como sede regional para a América Central e do Sul, exportando do Brasil para Uruguai, Paraguai, Colômbia e México. Com perspectivas promissoras para a região, a Hyundai Motor Brasil, também conhecida como Hyundai Motor Central & South América, está introduzindo tecnologia de ponta de modelos premiados mundialmente, como o IONIQ 5, e avançando para implementar soluções movidas a hidrogênio junto com ações sociais e ambientais para contribuir com as sociedades onde opera na região. Se você aspira fazer parte de uma equipe líder em inovação na indústria automotiva, venha se juntar a nós na Hyundai e faça parte desta jornada rumo ao sucesso. Movimento audacioso, energia positiva e trabalho de qualidade; este é o nosso DNA Hyundai; este foi o poder que nos permitiu ser líder global na indústria automotiva e será o poder para criar um novo mundo. Estamos em busca de talentos que escreverão uma nova página de nossa história com o DNA Hyundai.  Venha crescer conosco!!!"
Analista de Trade Marketing Sênior;Drogaria Moderna;197;Sênior;Publicada em 18/09/2024;a combinar;Rio de Janeiro;Regime CLT;Assistência médica + Assistência odontológica + Auxílio academia + Auxílio farmácia + Consignado + Desconto em produtos;"Estamos em busca de um Analista de Trade Marketing Sênior para se juntar à nossa equipe! Se você é apaixonado por marketing e tem experiência em análise de dados, planejamento estratégico e execução de campanhas de trade marketing, essa pode ser a oportunidade perfeita para você.  Responsabilidades: - Desenvolver e implementar estratégias de trade marketing; - Analisar dados de mercado e comportamento do consumidor para identificar oportunidades de negócios; - Gerenciar o orçamento de trade marketing e garantir o retorno sobre o investimento; - Trabalhar em colaboração com outras áreas da empresa para garantir a execução efetiva das campanhas de trade marketing.  Requisitos: - Experiência comprovada em trade marketing, preferencialmente em empresas do varejo; - Conhecimento em análise de dados e planejamento estratégico; - Habilidade em gerenciamento de projetos e orçamento; - Excelente comunicação e habilidades interpessoais.  Se você se encaixa nesse perfil e está procurando por um desafio emocionante em uma empresa em crescimento, clique no botão ""Candidate-se"" abaixo e envie seu currículo. Estamos ansiosos para conhecê-lo! Disponiblidade para viagens.";Já pensou em trabalhar em uma empresa do varejo farmacêutico com mais 50 anos de história e que tem como missão cuidar da saúde, beleza e bem-estar dos seus clientes?   Se a resposta for sim, aqui é o seu lugar!   A Drogaria Moderna é sinônimo de qualidade, excelência e cuidado.   Feito de pessoas e para pessoas, hoje somos um time de mais de 1.200 colaboradores engajados em oferecer o melhor em nossos serviços e responsáveis pelo atendimento de excelência de aproximadamente 10 milhões de clientes todos os anos.   Somos uma empresa que proporciona aprendizado e um ambiente de desenvolvimento, possibilitando o seu crescimento pessoal e profissional.   Nosso time é formado por pessoas com brilho nos olhos e nos orgulhamos em dizer que somos referência nas cidades por onde passamos e oferecemos aos nossos clientes: atendimento personalizado, assistência farmacêutica, laboratório de manipulação, clínicas de vacinação, programa de benefícios (Moderna Mais) e ainda uma incrível loja de departamentos (Moderna Mega Store).    VENHA FAZER PARTE DO NOSSO TIME!   #VemSerDrogariaModerna #OrgulhodeSerDrogariaModerna #DrogariaModerna    Aproveite e conheça mais sobre nós: Site oficial: https://www.drogariamoderna.com.br/ Instagram: https://www.instagram.com/drogariasmoderna/ https://www.instagram.com/modernamanipulacao/ https://www.instagram.com/modernamegastore/ https://www.instagram.com/vacinasdrogariamoderna/ https://www.instagram.com/nutrimaisrestaurante/
Analista de Testes Automatizados Sr.;Synchro;198;Sênior;Publicada em 20/09/2024;a combinar;100% Home Office;Regime CLT;Assistência médica + Assistência odontológica + Previdência privada + Seguro de vida + Vale-alimentação + Vale-refeição;A Synchro busca profissional para a posição de Analista de Testes Automatizados Sr.:  -Graduação em Ciência da Computação, Engenharia de Software ou áreas relacionadas. desejável Pós-Graduação nas áreas relacionadas.  -Pré-requisitos :  O profissional irá atuar com:       Inglês - Nível Avançado Ingles Avaçado;A Synchro é a maior provedora nacional de soluções fiscais no país, com 32 anos de atuação no mercado. Buscamos uma pessoa talentosa e dinâmica para se juntar à nossa equipe e juntos construir Soluções Fiscais para as maiores empresas do Brasil. Nessa posição você vai participar de uma equipe multifuncional. Se você é uma pessoa que gosta de aprender, venha fazer parte da família Synchro. Aqui, você encontrará um ambiente colaborativo, dinâmico e de aprendizado constante.  Conheça a Synchro : https://www.synchro.com.br
Analista de Inteligência de Trade;Confidencial;199;Júnior/ Trainee;Publicada há 3 dias;a combinar;São Paulo;Regime CLT;Assistência médica + Assistência odontológica + Auxílio academia + Auxílio creche + Bolsa auxílio + Convênio com empresas parceiras;A posição de Analista de Inteligência de Trade é responsável por analisar, planejar e otimizar estratégias de trade marketing com o objetivo de melhorar o desempenho comercial de uma empresa. O profissional coleta, interpreta e organiza dados de mercado, vendas e consumidores para apoiar a tomada de decisões de negócios.  Principais Atividades:  Inglês - Nível Intermediário;
